site,shape,run,owned,section,triage,near_tr,target,sample
080332A8,table,97,claimed,dialogue,,,0809FEC8,式神とならずば　滅する気か？
080332AC,table,97,claimed,dialogue,,,0809FEC8,式神とならずば　滅する気か？
080332B0,table,97,claimed,dialogue,,,0809FEC8,式神とならずば　滅する気か？
080332B4,table,97,claimed,dialogue,,,0809FEC8,式神とならずば　滅する気か？
080332B8,table,97,claimed,dialogue,,,0809FEE6,仲魔にならなきゃ　殺す気ね？
080332BC,table,97,claimed,dialogue,,,0809FEE6,仲魔にならなきゃ　殺す気ね？
080332C0,table,97,claimed,dialogue,,,0809FF04,わらわの　形見と思うておけ
080332C4,table,97,claimed,dialogue,,,0809FF20,せめて/これを私と思って…·…·…·…·ね❤︎⁠
080332C8,table,97,claimed,dialogue,,,0809FF20,せめて/これを私と思って…·…·…·…·ね❤︎⁠
080332CC,table,97,claimed,dialogue,,,0809FF4E,奪い　そして殺すのであろう！
080332D0,table,97,claimed,dialogue,,,0809FF6C,モノを奪って　殺す気ね？
080332D4,table,97,claimed,dialogue,,,0809FF6C,モノを奪って　殺す気ね？
080332D8,table,97,claimed,dialogue,,,0809FF86,なぜゆえ？
080332E0,table,139,claimed,dialogue,,,0809FF9A,どうして？
080332E4,table,139,claimed,dialogue,,,0809FFA6,すぐに　合身させる気か？
080332E8,table,139,claimed,dialogue,,,0809FFC0,すぐ　合体させる気？
080332EC,table,139,claimed,dialogue,,,0809FFC0,すぐ　合体させる気？
080332F0,table,139,claimed,dialogue,,,0809FFD6,たくましいおのこと　頼むぞ❤︎⁠
080332F4,table,139,claimed,dialogue,,,0809FFF4,私好みの　/すてきな相手にしてね❤︎⁠
080332F8,table,139,claimed,dialogue,,,080A0000,すてきな相手にしてね❤︎⁠
080332FC,table,139,claimed,dialogue,,,080A0018,わらわを　そなたの/そばに置いてくりゃれ………
08033300,table,139,claimed,dialogue,,,080A0048,仲魔にして………
08033304,table,139,claimed,dialogue,,,080A005A,あたしを　さらってぇ！
08033308,table,139,claimed,dialogue,,,080A0072,これほど踊ったのは/ひさしくなかった……
0803330C,table,139,claimed,dialogue,,,080A009C,ひさしぶりに　/すっごい　楽しかったわ！
08033310,table,139,claimed,dialogue,,,080A00AC,すっごい　楽しかったわ！
08033314,table,139,claimed,dialogue,,,080A00C6,あぁ　もっと非道いことを/してたもれ
08033318,table,139,claimed,dialogue,,,080A00EC,クールなのがステキ！/好きにして！
0803331C,table,139,claimed,dialogue,,,080A00EC,クールなのがステキ！/好きにして！
08033320,table,139,claimed,dialogue,,,080A0110,無礼な！/そやつより/わらわと話すのじゃ！
08033324,table,139,claimed,dialogue,,,080A013C,ちょっとぉ/私をのけ者に　しないでよー！
08033328,table,139,claimed,dialogue,,,080A0166,ずるいぃぃぃ！/あたしもまざるうぅぅ！
0803332C,table,139,claimed,dialogue,,,080A018E,水に流そう
08033330,table,139,claimed,dialogue,,,080A019A,許してあげる❤︎⁠
08033334,table,139,claimed,dialogue,,,080A019A,許してあげる❤︎⁠
08033338,table,139,claimed,dialogue,,,080A01AA,わらわを　/のけ者にしたコト………
0803333C,table,139,claimed,dialogue,,,080A01B6,のけ者にしたコト………
08033340,table,139,claimed,dialogue,,,080A01B6,のけ者にしたコト………
08033344,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
08033348,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
0803334C,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
08033350,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
08033354,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
08033358,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
0803335C,table,139,claimed,dialogue,,,080A01CE,気がめいって　しかたがない/わらわに　
08033360,table,139,claimed,dialogue,,,080A01F6,私　なんだか元気がないのよ/ねぇダーリン　·だ…·か…·ら
08033364,table,139,claimed,dialogue,,,080A0232,あたし　ちょっぴりブルーなの/ねぇ
08033368,table,139,claimed,dialogue,,,080A0256,これ　あまり気をおとすでない
0803336C,table,139,claimed,dialogue,,,080A0256,これ　あまり気をおとすでない
08033370,table,139,claimed,dialogue,,,080A0256,これ　あまり気をおとすでない
08033374,table,139,claimed,dialogue,,,080A0256,これ　あまり気をおとすでない
08033378,table,139,claimed,dialogue,,,080A0274,元気出しなさいよ！
0803337C,table,139,claimed,dialogue,,,080A0288,ふぁいと　ふぁいとぉ！
08033380,table,139,claimed,dialogue,,,080A02A0,そちに　ついて行こうぞ
08033384,table,139,claimed,dialogue,,,080A02B8,アタシが　/仲魔になってあげる
08033388,table,139,claimed,dialogue,,,080A02C4,仲魔になってあげる
0803338C,table,139,claimed,dialogue,,,080A02D8,おお　·どのでは/ありませぬか
08033390,table,139,claimed,dialogue,,,080A02D8,おお　·どのでは/ありませぬか
08033394,table,139,claimed,dialogue,,,080A02D8,おお　·どのでは/ありませぬか
08033398,table,139,claimed,dialogue,,,080A02D8,おお　·どのでは/ありませぬか
0803339C,table,139,claimed,dialogue,,,080A02F8,きゃあ　/アタシ　あなたのファンなの！
080333A0,table,139,claimed,dialogue,,,080A0302,アタシ　あなたのファンなの！
080333A4,table,139,claimed,dialogue,,,080A0320,わ　わかった　仲魔になろうぞ/だから　助けてくりゃれ
080333A8,table,139,claimed,dialogue,,,080A0356,仲魔になるから助けて！
080333AC,table,139,claimed,dialogue,,,080A036E,めそめそ…………/仲魔になったげるからぁ/助けてえぇ
080333B0,table,139,claimed,dialogue,,,080A03A4,うっ　もはやこれまで！
080333B4,table,139,claimed,dialogue,,,080A03A4,うっ　もはやこれまで！
080333B8,table,139,claimed,dialogue,,,080A03A4,うっ　もはやこれまで！
080333BC,table,139,claimed,dialogue,,,080A03A4,うっ　もはやこれまで！
080333C0,table,139,claimed,dialogue,,,080A03BC,くっ　いちかばちか………よ！
080333C4,table,139,claimed,dialogue,,,080A03DA,こうなりゃ　ヤケくそ！
080333C8,table,139,claimed,dialogue,,,080A03F2,見逃してたもれ………
080333CC,table,139,claimed,dialogue,,,080A0408,ありゃー　/お願い！　見逃して！
080333D0,table,139,claimed,dialogue,,,080A0414,お願い！　見逃して！
080333D4,table,139,claimed,dialogue,,,080A042A,かかったな！
080333D8,table,139,claimed,dialogue,,,080A0438,なーんちゃって！
080333DC,table,139,claimed,dialogue,,,080A044A,うそぴー！
080333E0,table,139,claimed,dialogue,,,080A0456,いきがりおって/ういやつじゃのう
080333E4,table,139,claimed,dialogue,,,080A0478,つっぱっちゃって　かわいいー❤︎⁠
080333E8,table,139,claimed,dialogue,,,080A0478,つっぱっちゃって　かわいいー❤︎⁠
080333EC,table,139,claimed,dialogue,,,080A0498,むざむざ　殺されはせぬぞえ！
080333F0,table,139,claimed,dialogue,,,080A04B6,ふん！　殺されてたまるか！
080333F4,table,139,claimed,dialogue,,,080A04D2,おととい来やがれー　ベーだ！
080333F8,table,139,claimed,dialogue,,,080A04F0,………気に入らぬ！
080333FC,table,139,claimed,dialogue,,,080A0504,やなヤツねー！·/あんたの事　気に入らないわ！
08033400,table,139,claimed,dialogue,,,080A0516,あんたの事　気に入らないわ！
08033404,table,139,claimed,dialogue,,,080A0534,お主がメシアというのか？
08033408,table,139,claimed,dialogue,,,080A054E,あんたがメシア？
0803340C,table,139,claimed,dialogue,,,080A0560,あなたがメシア様なのぉ？
08033410,table,139,claimed,dialogue,,,080A057A,何様のつもりぞ！
08033414,table,139,claimed,dialogue,,,080A058C,何なのよ！　/ムカつくー！
08033418,table,139,claimed,dialogue,,,080A059A,ムカつくー！
0803341C,table,139,claimed,dialogue,,,080A05A8,お主が　わらわに/つり合うわけがないわ！
08033420,table,139,claimed,dialogue,,,080A05D2,言い寄ろうなんて/百万年早いわ
08033424,table,139,claimed,dialogue,,,080A05F2,あんたが　アタシと/つり合うわけないじゃん！
08033428,table,139,claimed,dialogue,,,080A0620,ならば　わらわの仲魔を/引きあわそうぞ
0803342C,table,139,claimed,dialogue,,,080A0648,じゃ　いい娘を教えたげるわね！/よりどりみどりよん❤︎⁠
08033430,table,139,claimed,dialogue,,,080A0648,じゃ　いい娘を教えたげるわね！/よりどりみどりよん❤︎⁠
08033434,table,139,claimed,dialogue,,,080A067E,応援　するぞ
08033438,table,139,claimed,dialogue,,,080A068C,がんばってねぇ❤︎⁠
0803343C,table,139,claimed,dialogue,,,080A068C,がんばってねぇ❤︎⁠
08033440,table,139,claimed,dialogue,,,080A069E,わらわに　何用かえ？
08033444,table,139,claimed,dialogue,,,080A069E,わらわに　何用かえ？
08033448,table,139,claimed,dialogue,,,080A069E,わらわに　何用かえ？
0803344C,table,139,claimed,dialogue,,,080A069E,わらわに　何用かえ？
08033450,table,139,claimed,dialogue,,,080A06B4,なあに　ぼうや？··あたしに　何の用ぉ？
08033454,table,139,claimed,dialogue,,,080A06C8,あたしに　何の用ぉ？
08033458,table,139,claimed,dialogue,,,080A06DE,数奇な　運を持つ名よ！
0803345C,table,139,claimed,dialogue,,,080A06F6,運の悪い名ね/それメシアの名前よ
08033460,table,139,claimed,dialogue,,,080A0718,変な名前！
08033464,table,139,claimed,dialogue,,,080A0724,無礼者！
08033468,table,139,claimed,dialogue,,,080A072E,失礼しちゃう！
0803346C,table,139,claimed,dialogue,,,080A073E,うっわー　やなやつー！
08033470,table,139,claimed,dialogue,,,080A0756,安心した
08033474,table,139,claimed,dialogue,,,080A0760,よかった
08033478,table,139,claimed,dialogue,,,080A076A,ふぅー………
0803347C,table,139,claimed,dialogue,,,080A0778,わらわを　信じてくれたか
08033480,table,139,claimed,dialogue,,,080A0792,私を　信じてくれたのね
08033484,table,139,claimed,dialogue,,,080A0792,私を　信じてくれたのね
08033488,table,139,claimed,dialogue,,,080A07AA,用心は年寄りのすること
0803348C,table,139,claimed,dialogue,,,080A07AA,用心は年寄りのすること
08033490,table,139,claimed,dialogue,,,080A07AA,用心は年寄りのすること
08033494,table,139,claimed,dialogue,,,080A07AA,用心は年寄りのすること
08033498,table,139,claimed,dialogue,,,080A07C2,あらぁ　/用心深いのね
0803349C,table,139,claimed,dialogue,,,080A07CC,用心深いのね
080334A0,table,139,claimed,dialogue,,,080A07DA,わらわの願いを聞いてたもれ
080334A4,table,139,claimed,dialogue,,,080A07F6,アタシのお願い聞いてくれる？
080334A8,table,139,claimed,dialogue,,,080A07F6,アタシのお願い聞いてくれる？
080334AC,table,139,claimed,dialogue,,,080A0814,その娘と　くらべてどうじゃ？
080334B0,table,139,claimed,dialogue,,,080A0832,そっちの娘と　くらべたら？
080334B4,table,139,claimed,dialogue,,,080A0832,そっちの娘と　くらべたら？
080334B8,table,139,claimed,dialogue,,,080A084E,そうじゃろう
080334BC,table,139,claimed,dialogue,,,080A085C,とーぜんね！
080334C0,table,139,claimed,dialogue,,,080A086A,キャホーイ！
080334C4,table,139,claimed,dialogue,,,080A0878,下郎！　わらわに命じるか
080334C8,table,139,claimed,dialogue,,,080A0892,この私に　命令するとはね
080334CC,table,139,claimed,dialogue,,,080A08AC,ムリにでも聞けってのかー
080334D0,table,139,claimed,dialogue,,,080A08C6,若い者は　よいのぉ
080334D4,table,139,claimed,dialogue,,,080A08DA,仲がいいのね
080334D8,table,139,claimed,dialogue,,,080A08DA,仲がいいのね
080334DC,table,139,claimed,dialogue,,,080A08E8,言葉だけでも　
080334E0,table,139,claimed,dialogue,,,080A08F8,ウソでも　
080334E4,table,139,claimed,dialogue,,,080A08F8,ウソでも　
080334E8,table,139,claimed,dialogue,,,080A0904,おなごの心　分るまい
080334EC,table,139,claimed,dialogue,,,080A091A,もう少し/女心の分かる男に　なりなさい
080334F0,table,139,claimed,dialogue,,,080A0942,あんたって　女の子の気持ち/まったく　わかってないね！
080334F4,table,139,claimed,dialogue,,,080A097A,我ら□を　いかに思うや？
080334F8,table,139,claimed,dialogue,,,080A0994,あなたって··悪魔をどう思ってるの？
080334FC,table,139,claimed,dialogue,,,080A09BA,□のコト　どー思う？
08033500,table,139,claimed,dialogue,,,080A09D0,コンピュータで　話すのかえ？/面白そうじゃの/そちに　ついて行こうかのう
08033504,table,139,claimed,dialogue,,,080A0A1A,コンピュータで　しゃべるの？/おもしろーい！/仲魔になっちゃおうかなー
08033508,table,139,claimed,dialogue,,,080A0A1A,コンピュータで　しゃべるの？/おもしろーい！/仲魔になっちゃおうかなー
08033518,table,154,claimed,dialogue,,,080A0A68,わらわは　どうじゃ
0803351C,table,154,claimed,dialogue,,,080A0A7C,それじゃあ　/あたしは？
08033520,table,154,claimed,dialogue,,,080A0A8A,あたしは？
08033524,table,154,claimed,dialogue,,,080A0A96,人の子よ　呪われよ
08033528,table,154,claimed,dialogue,,,080A0AAA,でもね　/人間の方がよっぽど　怖いよ！！
0803352C,table,154,claimed,dialogue,,,080A0AB4,人間の方がよっぽど　怖いよ！！
08033530,table,154,claimed,dialogue,,,080A0AD4,あんまりではないか
08033534,table,154,claimed,dialogue,,,080A0AE8,なんて　ひどい………
08033538,table,154,claimed,dialogue,,,080A0AE8,なんて　ひどい………
0803353C,table,154,claimed,dialogue,,,080A0AFE,いた仕方なし
08033540,table,154,claimed,dialogue,,,080A0B0C,あら　/それじゃ　仕方ないわね
08033544,table,154,claimed,dialogue,,,080A0B14,それじゃ　仕方ないわね
08033548,table,154,claimed,dialogue,,,080A0B2C,わらわの色におなり
0803354C,table,154,claimed,dialogue,,,080A0B40,私の　奴隷におなり！
08033550,table,154,claimed,dialogue,,,080A0B56,あたしのペットに/なりたいのね？
08033554,table,154,claimed,dialogue,,,080A0B78,その心　受けとめたぞ
08033558,table,154,claimed,dialogue,,,080A0B8E,その気持ち　わかるわー！
0803355C,table,154,claimed,dialogue,,,080A0B8E,その気持ち　わかるわー！
08033560,table,154,claimed,dialogue,,,0809ACE8,神の前に　この犠牲を捧げます！
08033564,table,154,claimed,dialogue,,,0809AD08,血だ！　血を捧げよ
08033568,table,154,claimed,dialogue,,,0809AD08,血だ！　血を捧げよ
0803356C,table,154,claimed,dialogue,,,0809AD1C,非常に　怪しいですね
08033570,table,154,claimed,dialogue,,,0809AD32,ふざけたヤツめ！
08033574,table,154,claimed,dialogue,,,0809AD32,ふざけたヤツめ！
08033578,table,154,claimed,dialogue,,,0809AD44,すぐに傷をいやさねば……
0803357C,table,154,claimed,dialogue,,,0809AD5E,仕方が無い……私が治そう
08033580,table,154,claimed,dialogue,,,0809AD78,何たる事……/我が回復の技を見よ！
08033584,table,154,claimed,dialogue,,,0809AD9C,私と共に果てるのです！
08033588,table,154,claimed,dialogue,,,0809ADB4,死なばもろとも……/貴様も一緒だ！！
0803358C,table,154,claimed,dialogue,,,0809ADB4,死なばもろとも……/貴様も一緒だ！！
08033590,table,154,claimed,dialogue,,,0809ADDA,マッカが足りないのですか？
08033594,table,154,claimed,dialogue,,,0809ADF6,マッカが足りぬだと！
08033598,table,154,claimed,dialogue,,,0809ADF6,マッカが足りぬだと！
0803359C,table,154,claimed,dialogue,,,0809AE0C,私の兄弟が/病んでいるではないですか！
080335A0,table,154,claimed,dialogue,,,0809AE34,何と！/私の仲魔はどうしたんだ！
080335A4,table,154,claimed,dialogue,,,0809AE56,我が同胞が/傷ついとるではないか！
080335A8,table,154,claimed,dialogue,,,0809AE7A,甘いですね
080335AC,table,154,claimed,dialogue,,,0809AE86,甘いようだな
080335B0,table,154,claimed,dialogue,,,0809AE94,甘い　甘すぎるぞ！！
080335B4,table,154,claimed,dialogue,,,0809AEAA,何ですって！？　
080335B8,table,154,claimed,dialogue,,,0809AEBC,何だと！　
